user_id,total_data_mb,total_data_gb,streaming_data_mb,social_data_mb,messaging_data_mb,gaming_data_mb,data_usage_category
SUB9744220,5609.89,5.478,3633.08,1515.87,15.8,145.05,Heavy
SUB9398043,430.66,0.421,289.92,38.32,0.79,39.93,Very_Light
SUB2748014,2652.67,2.59,2125.92,491.98,2.03,4.95,Moderate
SUB8156720,618.78,0.604,402.81,114.76,1.09,68.39,Light
SUB3288627,3791.85,3.703,3134.04,787.78,44.26,64.53,Moderate
SUB7517963,3482.77,3.401,2965.54,163.47,0.0,12.76,Moderate
SUB7597519,31724.92,30.981,28971.48,130.85,22.49,7.63,Power_User
SUB1764121,3806.77,3.718,2769.96,668.29,15.47,3.4,Moderate
SUB8068121,21112.52,20.618,19478.3,1898.33,21.82,80.01,Power_User
SUB4502630,2712.14,2.649,2470.05,186.52,0.17,127.07,Moderate
SUB6698848,550.16,0.537,341.72,117.18,0.93,7.03,Light
SUB2107677,3929.12,3.837,1381.2,2053.27,4.97,202.08,Moderate
SUB6738852,2254.98,2.202,1305.15,953.35,3.67,116.61,Moderate
SUB1288790,4202.79,4.104,3611.36,244.5,10.36,26.13,Moderate
SUB6084921,2650.67,2.589,2366.79,158.95,0.18,57.97,Moderate
SUB4693305,2500.93,2.442,2197.79,88.39,2.68,38.13,Moderate
SUB5466271,2109.19,2.06,1529.82,380.67,1.1,107.49,Moderate
SUB5385536,214.33,0.209,98.51,88.38,6.89,11.49,Very_Light
SUB2352695,15217.56,14.861,13474.9,1291.4,8.14,29.91,Power_User
SUB2589228,2879.92,2.812,2251.31,774.84,7.6,113.5,Moderate
SUB2100567,161.44,0.158,16.21,101.76,2.41,25.91,Very_Light
SUB8706358,1694.3,1.655,1221.67,329.91,5.67,9.45,Light
SUB1049115,742.93,0.726,467.61,140.48,1.37,25.69,Light
SUB1721747,537.46,0.525,418.21,64.46,1.5,14.82,Light
SUB6392023,1440.56,1.407,1327.37,24.45,7.55,2.77,Light
SUB6957515,1438.74,1.405,1062.38,204.4,3.36,8.07,Light
SUB7232753,4686.23,4.576,3898.84,280.14,2.33,117.05,Moderate
SUB6246880,2923.85,2.855,2523.37,61.88,8.04,26.04,Moderate
SUB2404330,2812.97,2.747,2140.87,435.1,3.98,185.39,Moderate
SUB1251492,3929.02,3.837,3552.6,312.86,26.25,111.81,Moderate
SUB5035851,3008.97,2.938,1019.01,1777.79,0.28,4.95,Moderate
SUB1491072,4363.22,4.261,3933.76,476.85,61.08,47.47,Moderate
SUB2086880,24754.41,24.174,23352.97,340.34,24.36,50.68,Power_User
SUB3055723,6993.99,6.83,5825.24,518.88,5.08,19.95,Heavy
SUB3248988,2800.5,2.735,586.09,2288.04,0.36,5.79,Moderate
SUB3976242,2215.07,2.163,1853.1,65.45,66.82,22.23,Moderate
SUB5580081,5435.15,5.308,5072.31,72.7,41.86,30.29,Heavy
SUB3648790,1815.4,1.773,1393.36,250.15,0.32,38.85,Light
SUB4763024,803.44,0.785,424.0,193.22,0.48,130.59,Light
SUB5833177,7825.66,7.642,5819.29,1758.76,8.51,9.43,Heavy
SUB9272841,1846.22,1.803,1307.17,303.8,3.05,28.66,Light
SUB4353597,1607.72,1.57,793.05,180.05,0.42,551.05,Light
SUB9454561,190.85,0.186,59.34,86.04,0.59,12.89,Very_Light
SUB3597480,1286.07,1.256,994.38,179.49,7.2,34.98,Light
SUB5197571,5328.62,5.204,4528.59,154.21,1.66,266.95,Heavy
SUB7374201,236.39,0.231,137.47,20.95,0.39,40.08,Very_Light
SUB7118900,1601.14,1.564,1272.11,323.91,3.29,34.43,Light
SUB3922097,1025.88,1.002,750.12,215.14,9.47,41.84,Light
SUB1157164,13127.84,12.82,12805.62,183.68,10.23,9.75,Power_User
SUB1531831,791.63,0.773,359.16,222.46,19.62,148.23,Light
SUB3989475,857.48,0.837,598.57,146.99,3.74,18.22,Light
SUB4369720,598.94,0.585,161.69,313.78,4.65,34.78,Light
SUB5711075,1677.62,1.638,1264.05,271.17,0.36,9.43,Light
SUB8122313,1964.14,1.918,1392.21,314.01,2.75,19.71,Light
SUB7854500,2741.64,2.677,1416.79,1057.41,10.18,1.71,Moderate
SUB3640328,1149.05,1.122,573.04,424.81,4.16,16.04,Light
SUB8326434,2648.68,2.587,2246.55,184.13,0.82,170.94,Moderate
SUB6063778,5562.45,5.432,5542.16,429.3,1.04,40.66,Heavy
SUB4970001,538.39,0.526,276.13,135.37,7.8,35.56,Light
SUB1070640,1007.64,0.984,65.34,697.5,4.09,32.46,Light
SUB5122263,4245.28,4.146,4075.32,206.31,5.1,120.14,Moderate
SUB5594877,5083.8,4.965,5300.06,161.19,1.59,12.34,Moderate
SUB2355531,2682.56,2.62,2406.43,159.6,0.54,39.53,Moderate
SUB1675510,3652.16,3.567,3534.03,129.58,7.73,24.83,Moderate
SUB4741196,483.96,0.473,326.28,89.72,0.18,10.81,Very_Light
SUB7990102,498.98,0.487,429.15,24.86,0.38,1.68,Very_Light
SUB3734296,5470.03,5.342,5354.8,218.06,2.66,6.04,Heavy
SUB7706024,345.24,0.337,37.77,217.86,1.29,5.4,Very_Light
SUB1898320,1437.93,1.404,783.2,620.79,5.89,88.01,Light
SUB6781565,712.84,0.696,424.66,223.95,5.4,0.0,Light
SUB3007635,4545.31,4.439,3977.77,517.21,19.47,72.27,Moderate
SUB4264908,238.31,0.233,139.15,68.92,0.57,3.08,Very_Light
SUB5260538,476.7,0.466,295.13,74.39,19.17,52.76,Very_Light
SUB7486460,1533.91,1.498,1030.41,517.78,9.0,1.76,Light
SUB7197323,15522.17,15.158,13896.58,268.88,0.2,4.8,Power_User
SUB4621581,3705.8,3.619,3471.08,117.15,0.87,19.44,Moderate
SUB5246238,5144.01,5.023,4878.49,114.85,2.57,10.79,Heavy
SUB6963135,2674.9,2.612,1725.43,304.54,1.99,372.74,Moderate
SUB9814131,532.89,0.52,329.05,92.69,7.82,8.82,Light
SUB4599865,305.09,0.298,201.74,53.92,4.02,3.75,Very_Light
SUB6382287,644.6,0.629,290.06,241.45,9.83,111.22,Light
SUB8990340,2301.53,2.248,1777.32,151.91,11.76,9.01,Moderate
SUB2039458,2731.49,2.667,918.55,1547.57,7.31,18.53,Moderate
SUB4772811,2682.63,2.62,2110.66,571.51,5.27,48.0,Moderate
SUB3317336,2297.75,2.244,2002.84,119.06,1.72,2.43,Moderate
SUB3763642,3134.47,3.061,2855.24,243.79,6.28,15.66,Moderate
SUB8689684,293.4,0.287,27.17,94.26,1.41,67.23,Very_Light
SUB4788340,897.64,0.877,766.85,151.51,0.88,5.71,Light
SUB1197775,14219.62,13.886,11835.87,2268.62,24.73,133.77,Power_User
SUB3386488,1088.0,1.062,862.94,43.26,13.21,34.36,Light
SUB1787494,4402.12,4.299,4075.37,219.21,35.4,36.02,Moderate
SUB6851244,5986.57,5.846,6037.86,115.55,0.6,167.89,Heavy
SUB6332660,660.24,0.645,276.49,270.76,6.67,29.96,Light
SUB7837433,24795.44,24.214,25049.6,1642.0,13.91,37.92,Power_User
SUB6083769,1630.31,1.592,1123.19,432.18,2.86,0.61,Light
SUB1533636,3228.68,3.153,1944.1,1204.36,1.37,105.51,Moderate
SUB5232406,2543.94,2.484,1485.91,601.76,0.19,224.67,Moderate
SUB3276360,9948.09,9.715,8576.89,81.01,0.81,284.64,Heavy
SUB5408249,478.44,0.467,166.53,237.33,1.06,61.98,Very_Light
SUB5426219,1157.36,1.13,852.55,140.8,1.94,4.2,Light
SUB9914438,2229.37,2.177,1536.91,320.22,26.46,105.13,Moderate
SUB2332397,3083.95,3.012,2518.21,241.98,4.08,105.81,Moderate
SUB8517836,6340.84,6.192,4079.36,1788.63,61.25,471.1,Heavy
SUB7646705,578.89,0.565,381.22,140.16,0.74,8.5,Light
SUB6462810,3502.2,3.42,2505.38,581.55,10.08,20.05,Moderate
SUB9905921,5615.59,5.484,4248.17,970.79,8.88,4.89,Heavy
SUB7903836,1103.66,1.078,1000.79,96.56,7.64,22.63,Light
SUB7243669,1843.09,1.8,254.78,791.66,5.75,822.19,Light
SUB2286643,2281.28,2.228,1856.0,313.11,0.15,133.82,Moderate
SUB9315390,9669.52,9.443,9142.93,701.8,2.12,42.47,Heavy
SUB7200646,1615.17,1.577,1242.68,150.23,8.42,124.07,Light
SUB7983896,6384.62,6.235,5732.85,407.99,0.63,20.72,Heavy
SUB9783148,1320.49,1.29,652.18,267.26,2.93,209.21,Light
SUB6409861,1483.99,1.449,922.1,440.44,4.58,10.68,Light
SUB5939003,1039.41,1.015,704.91,251.58,0.32,17.08,Light
SUB7311326,345.76,0.338,231.9,33.89,2.75,13.83,Very_Light
SUB6146386,3406.65,3.327,2251.24,962.45,3.48,162.35,Moderate
SUB9415398,533.22,0.521,182.75,294.29,4.46,14.0,Light
SUB1448345,1629.5,1.591,1296.68,105.43,2.57,80.23,Light
SUB8827494,862.1,0.842,132.34,713.59,1.39,16.2,Light
SUB4685501,6211.52,6.066,6247.26,362.92,3.33,6.8,Heavy
SUB2879490,13198.56,12.889,12432.95,165.98,6.82,69.26,Power_User
SUB5984445,456.37,0.446,295.51,81.85,4.49,31.01,Very_Light
SUB7939705,5677.41,5.544,4113.49,1092.8,4.67,81.22,Heavy
SUB8002587,1721.45,1.681,1579.74,63.29,6.57,0.42,Light
SUB7742471,19249.51,18.798,19059.45,535.87,34.62,174.32,Power_User
SUB2454908,1729.37,1.689,968.02,611.53,14.43,171.69,Light
SUB4319144,443.01,0.433,225.84,211.39,1.39,0.0,Very_Light
SUB9693670,4511.77,4.406,4204.08,694.07,20.14,1.53,Moderate
SUB6806466,1352.27,1.321,941.19,196.73,0.0,66.49,Light
SUB6744588,10586.9,10.339,8441.85,1570.13,4.44,28.16,Power_User
SUB6304509,690.44,0.674,209.19,224.33,4.56,132.57,Light
SUB8668216,835.61,0.816,763.27,124.79,0.95,1.13,Light
SUB5949499,9724.01,9.496,8493.38,697.52,1.68,0.0,Heavy
SUB3387312,2691.69,2.629,2123.47,273.54,4.25,84.69,Moderate
SUB4693976,944.81,0.923,580.97,291.96,11.55,51.76,Light
SUB7062903,9056.71,8.844,8131.04,327.21,4.8,18.93,Heavy
SUB5408224,2558.61,2.499,1847.1,527.8,5.2,8.46,Moderate
SUB5035493,1466.11,1.432,1271.12,60.0,1.61,42.73,Light
SUB6703737,2202.64,2.151,1836.84,260.1,2.35,9.35,Moderate
SUB2871403,276.26,0.27,164.95,14.51,3.89,26.72,Very_Light
SUB6747372,3234.42,3.159,1690.64,1276.7,1.08,226.84,Moderate
SUB5848287,443.98,0.434,123.79,244.37,2.24,14.75,Very_Light
SUB6658796,400.83,0.391,307.33,78.06,0.06,0.0,Very_Light
SUB1821052,4991.53,4.875,4295.77,194.08,1.64,463.96,Moderate
SUB3225300,2319.19,2.265,2190.21,290.04,0.68,1.0,Moderate
SUB2855567,1849.7,1.806,1485.0,179.61,1.11,9.28,Light
SUB2534837,2754.54,2.69,2465.53,167.17,2.29,135.44,Moderate
SUB4338442,2353.23,2.298,1729.06,487.9,0.38,19.75,Moderate
SUB5926203,16233.18,15.853,14540.95,1318.6,0.6,297.35,Power_User
SUB1423570,1504.65,1.469,648.13,580.67,4.28,99.6,Light
SUB3373139,7547.25,7.37,6203.13,1162.39,15.04,125.39,Heavy
SUB6221816,809.51,0.791,670.57,10.9,2.62,35.35,Light
SUB3114792,3090.33,3.018,2784.59,96.55,2.18,31.28,Moderate
SUB9441136,6117.4,5.974,4657.29,1548.59,24.44,11.52,Heavy
SUB2873421,2055.88,2.008,1902.53,146.2,1.19,73.04,Moderate
SUB7550670,1320.42,1.289,1247.28,88.56,6.9,36.74,Light
SUB7081950,3001.22,2.931,2244.57,285.8,7.42,349.14,Moderate
SUB7925877,889.92,0.869,758.2,61.04,1.52,94.21,Light
SUB6967106,607.21,0.593,447.67,66.12,9.2,48.41,Light
SUB6118922,950.16,0.928,760.55,54.42,2.82,31.9,Light
SUB8177545,4756.0,4.645,4111.08,403.22,1.04,77.7,Moderate
SUB6122783,2181.22,2.13,1207.88,807.89,3.06,19.38,Moderate
SUB6528983,1365.64,1.334,962.71,252.67,1.18,17.01,Light
SUB1160775,879.18,0.859,707.0,105.06,4.39,27.14,Light
SUB8349369,1166.34,1.139,927.05,52.17,23.64,55.25,Light
SUB3667867,7632.35,7.453,6610.35,1640.22,15.96,38.83,Heavy
SUB7655623,2000.15,1.953,1070.75,666.16,4.87,143.52,Light
SUB8686841,7156.97,6.989,6109.02,551.87,3.31,16.7,Heavy
SUB7978737,802.68,0.784,158.89,269.96,4.01,148.49,Light
SUB2344027,2380.93,2.325,2170.88,90.72,15.73,19.95,Moderate
SUB5166500,5084.43,4.965,5082.12,270.57,0.0,25.07,Moderate
SUB8467048,978.51,0.956,798.9,79.8,5.87,10.93,Light
SUB8884479,489.04,0.478,276.91,158.57,7.94,12.98,Very_Light
SUB1497562,302.48,0.295,105.52,168.45,0.91,6.91,Very_Light
SUB5578238,634.4,0.62,448.84,104.57,0.71,6.26,Light
SUB5037776,5934.02,5.795,5828.28,401.57,12.65,96.64,Heavy
SUB5010912,2341.11,2.286,1939.89,401.38,11.53,61.38,Moderate
SUB5511732,1208.01,1.18,601.17,571.52,1.37,2.61,Light
SUB6562067,3170.26,3.096,2502.34,468.2,1.02,17.8,Moderate
SUB6237196,734.78,0.718,465.12,157.47,1.55,60.19,Light
SUB5885211,1464.83,1.43,525.3,803.9,1.32,41.24,Light
SUB7126319,1312.84,1.282,1063.79,73.52,0.65,32.06,Light
SUB2600396,5713.84,5.58,4118.01,1056.24,1.72,188.58,Heavy
SUB4311149,11586.44,11.315,10449.3,202.51,7.73,39.96,Power_User
SUB9511010,1391.71,1.359,1382.17,31.86,5.22,21.84,Light
SUB3496081,10674.79,10.425,10715.81,744.14,4.75,31.9,Power_User
SUB1575278,7651.67,7.472,5607.35,1241.43,12.98,412.8,Heavy
SUB6187480,1142.97,1.116,382.5,518.24,1.66,97.75,Light
SUB2178049,1750.22,1.709,1546.93,17.77,1.6,33.62,Light
SUB4080201,30397.7,29.685,26799.59,750.65,19.43,2.83,Power_User
SUB8136029,746.7,0.729,458.31,289.83,7.49,6.95,Light
SUB4464442,572.39,0.559,413.61,88.76,0.29,9.64,Light
SUB4314692,914.8,0.893,206.83,267.64,2.12,356.98,Light
SUB5719607,574.75,0.561,302.44,233.67,2.32,8.41,Light
SUB7285088,1701.9,1.662,1038.02,609.32,19.93,14.83,Light
SUB2110389,2071.73,2.023,1986.28,92.2,4.54,20.07,Moderate
SUB9416320,7940.8,7.755,5097.04,2098.29,28.97,40.85,Heavy
SUB4912942,2568.19,2.508,1936.75,370.71,17.86,0.74,Moderate
SUB9501424,220.6,0.215,98.56,62.71,1.49,19.79,Very_Light
SUB8468810,670.7,0.655,486.55,105.69,1.62,30.33,Light
SUB2635156,3586.18,3.502,2933.27,198.67,2.09,4.74,Moderate
SUB9523838,11783.32,11.507,10726.96,1003.61,0.33,287.56,Power_User
SUB6001045,3274.64,3.198,2546.25,613.07,11.05,63.56,Moderate
SUB5463418,5052.89,4.934,4786.89,413.77,4.66,128.04,Moderate
SUB5345760,143.87,0.14,49.08,43.15,0.1,5.5,Very_Light
SUB8153768,10255.03,10.015,9252.18,259.91,23.71,45.78,Power_User
SUB4251298,1444.85,1.411,1229.26,137.79,4.84,4.44,Light
SUB5465150,136.59,0.133,58.94,20.51,2.71,25.28,Very_Light
SUB9389012,1910.08,1.865,1759.49,128.98,10.39,70.79,Light
SUB8249903,290.23,0.283,186.23,66.47,0.18,13.68,Very_Light
SUB5897590,1040.9,1.017,857.46,31.59,4.78,48.02,Light
SUB7189573,8686.19,8.483,6646.51,1291.26,7.76,46.39,Heavy
SUB2323483,1092.75,1.067,806.36,165.51,8.37,1.29,Light
SUB2722320,583.75,0.57,318.33,128.02,3.0,3.63,Light
SUB3332517,257.17,0.251,106.26,35.35,0.27,53.25,Very_Light
SUB4196340,321.1,0.314,78.84,192.82,1.99,45.79,Very_Light
SUB9551881,276.27,0.27,174.53,30.76,0.38,3.87,Very_Light
SUB6387408,3310.56,3.233,2647.92,379.29,33.11,1.54,Moderate
SUB6692493,705.82,0.689,556.98,108.22,1.16,0.0,Light
SUB9247752,678.37,0.662,647.83,24.08,0.24,0.58,Light
SUB2087341,771.72,0.754,603.12,44.03,1.92,53.07,Light
SUB7195200,1672.58,1.633,1164.18,368.36,1.22,3.29,Light
SUB4977266,1449.26,1.415,1075.98,271.94,2.05,86.89,Light
SUB6558956,318.96,0.311,152.63,90.85,0.85,21.59,Very_Light
SUB4031756,183.44,0.179,160.93,6.1,0.0,0.0,Very_Light
SUB1843523,537.64,0.525,138.32,349.49,4.56,9.15,Light
SUB9934845,1792.7,1.751,1738.96,58.55,2.77,9.09,Light
SUB5040479,1939.72,1.894,1501.68,253.24,5.82,3.11,Light
SUB1092193,4056.42,3.961,2946.34,1004.86,11.03,157.22,Moderate
SUB2186887,9695.64,9.468,8393.9,671.46,33.02,21.62,Heavy
SUB9896761,492.65,0.481,23.43,338.91,12.62,35.1,Very_Light
SUB4334817,1817.67,1.775,1095.64,476.0,0.29,21.7,Light
SUB3715514,641.89,0.627,554.29,94.05,0.59,1.53,Light
SUB3658571,525.65,0.513,237.05,155.85,0.06,6.54,Light
SUB5834357,5090.46,4.971,5057.91,39.15,6.42,12.39,Moderate
SUB8102173,1499.96,1.465,1518.72,2.17,11.66,8.85,Light
SUB5892472,226.71,0.221,17.12,59.6,6.34,2.89,Very_Light
SUB1481680,414.92,0.405,284.55,55.38,2.25,41.87,Very_Light
SUB6165679,2925.06,2.857,2555.27,249.98,8.91,6.02,Moderate
SUB7180142,2642.48,2.581,2339.56,172.7,5.93,330.56,Moderate
SUB6287118,655.65,0.64,541.29,43.88,0.54,5.71,Light
SUB5100673,2574.23,2.514,2127.17,236.45,9.91,12.35,Moderate
SUB2534026,2376.33,2.321,1652.67,421.92,6.64,91.97,Moderate
SUB9704434,159.37,0.156,55.24,35.99,0.52,47.85,Very_Light
SUB4467366,3112.15,3.039,1505.99,673.17,12.3,764.52,Moderate
SUB1327359,6684.23,6.528,6315.75,101.08,28.52,59.63,Heavy
SUB1317537,2101.61,2.052,890.24,969.0,14.59,69.63,Moderate
SUB7953757,14640.6,14.297,13742.55,774.17,15.42,280.37,Power_User
SUB1550222,469.96,0.459,342.02,145.28,3.21,0.0,Very_Light
SUB5975026,2781.06,2.716,2486.66,89.44,2.28,21.72,Moderate
SUB8795134,2083.35,2.035,1634.77,129.67,1.29,81.56,Moderate
SUB3573619,792.94,0.774,585.14,48.22,0.32,123.22,Light
SUB3453752,17241.98,16.838,15221.2,446.54,0.23,0.0,Power_User
SUB8265760,5640.7,5.508,4971.37,139.8,13.88,32.55,Heavy
SUB2353038,4048.29,3.953,2911.07,1283.78,23.26,1.17,Moderate
SUB9639483,770.03,0.752,491.04,195.13,5.05,6.41,Light
SUB5657693,2642.4,2.58,2385.13,75.19,1.27,7.25,Moderate
SUB5264694,1101.38,1.076,286.08,703.66,7.55,1.01,Light
SUB1707689,724.84,0.708,106.2,641.62,4.09,14.24,Light
SUB2296516,14087.48,13.757,12157.38,1859.76,5.32,407.58,Power_User
SUB4463351,244.34,0.239,138.17,29.33,0.09,27.16,Very_Light
SUB2854971,514.09,0.502,410.24,68.9,0.58,18.47,Light
SUB2849396,757.63,0.74,489.01,194.38,2.32,91.6,Light
SUB3691276,43.82,0.043,9.98,3.77,2.7,18.03,Very_Light
SUB3526954,1828.68,1.786,1456.39,134.74,4.22,17.78,Light
SUB7549546,512.7,0.501,155.02,238.15,1.56,7.17,Light
SUB9007407,10406.91,10.163,7791.72,1520.85,15.37,342.9,Power_User
SUB8385034,1106.23,1.08,641.75,239.33,7.72,130.83,Light
SUB8063410,479.37,0.468,294.62,106.26,1.03,6.64,Very_Light
SUB9001482,5812.62,5.676,4164.13,1007.25,5.03,47.57,Heavy
SUB2072647,1145.94,1.119,822.32,320.85,8.37,22.45,Light
SUB2631107,245.53,0.24,41.04,52.41,0.62,93.43,Very_Light
SUB6106563,2421.13,2.364,535.58,1430.73,3.38,171.14,Moderate
SUB9234679,4357.46,4.255,3216.66,304.75,7.12,452.25,Moderate
SUB7463768,745.9,0.728,108.16,465.96,1.62,99.41,Light
SUB6606594,6755.92,6.598,6180.76,791.79,3.12,54.72,Heavy
SUB2950367,2077.73,2.029,1389.45,496.65,1.59,18.98,Moderate
SUB2910705,579.59,0.566,465.94,17.2,4.57,1.32,Light
SUB2601596,821.45,0.802,345.03,300.88,15.9,25.65,Light
SUB4791481,5676.9,5.544,4967.84,781.41,10.38,216.29,Heavy
SUB6123122,4427.78,4.324,3888.98,395.19,2.48,8.68,Moderate
SUB8757202,4069.45,3.974,3068.35,701.32,10.6,46.05,Moderate
SUB7348564,1360.21,1.328,864.41,355.98,1.17,58.29,Light
SUB5150276,4134.74,4.038,3598.21,497.14,18.4,87.76,Moderate
SUB6723601,1843.51,1.8,861.31,746.35,8.04,24.59,Light
SUB6354075,2983.78,2.914,2256.21,588.99,5.45,128.95,Moderate
SUB6279548,14406.38,14.069,13535.11,520.94,20.67,273.78,Power_User
SUB3382357,2085.36,2.036,1828.72,191.2,6.49,25.19,Moderate
SUB8904069,1965.45,1.919,1381.06,350.21,4.96,0.0,Light
SUB3245131,2191.47,2.14,1662.77,198.69,17.27,38.48,Moderate
SUB5246049,1029.41,1.005,960.47,14.73,1.1,10.96,Light
SUB9480473,796.55,0.778,511.86,173.03,2.88,19.63,Light
SUB6455770,2230.73,2.178,2228.58,99.82,0.35,81.48,Moderate
SUB2072200,9216.69,9.001,8028.77,600.46,7.46,82.36,Heavy
SUB3906158,3113.8,3.041,2137.75,798.32,2.0,86.33,Moderate
SUB2222869,4724.44,4.614,3756.83,1035.86,25.45,54.67,Moderate
SUB4125354,1002.98,0.979,733.36,83.88,20.58,3.82,Light
SUB5782883,1383.1,1.351,1025.41,148.61,3.75,32.93,Light
SUB7501632,1432.56,1.399,774.61,609.95,12.72,0.92,Light
SUB4982588,13598.7,13.28,11616.36,221.65,4.31,493.28,Power_User
SUB9083123,4137.94,4.041,3714.25,298.83,45.2,72.12,Moderate
SUB7160686,1657.12,1.618,1074.13,486.15,4.14,17.48,Light
SUB1635605,2928.8,2.86,2388.27,447.15,12.99,21.68,Moderate
SUB8479821,5322.29,5.198,3562.59,1306.97,6.64,77.04,Heavy
SUB5583897,17313.68,16.908,16265.94,766.71,12.72,2.75,Power_User
SUB8413718,2337.32,2.283,1612.89,350.38,2.23,192.05,Moderate
SUB1067661,280.83,0.274,77.35,103.42,5.18,34.41,Very_Light
SUB7859991,24841.03,24.259,23324.18,1998.2,5.49,325.85,Power_User
SUB8585153,656.2,0.641,513.86,66.27,16.57,32.76,Light
SUB6914988,263.35,0.257,106.38,69.16,0.33,31.46,Very_Light
SUB7558221,2593.04,2.532,2282.75,177.16,21.75,225.41,Moderate
SUB2307506,137.88,0.135,57.33,50.7,1.17,7.12,Very_Light
SUB3901614,535.86,0.523,249.9,260.36,1.76,1.12,Light
SUB3966422,111.82,0.109,40.34,20.03,0.99,6.28,Very_Light
SUB4708654,6210.21,6.065,5406.43,126.63,38.62,230.01,Heavy
SUB8315436,3063.41,2.992,2260.68,364.86,20.19,157.14,Moderate
SUB1118033,559.4,0.546,346.22,109.48,1.97,0.0,Light
SUB6872354,1994.15,1.947,1441.29,379.58,17.53,118.56,Light
SUB2215502,498.65,0.487,317.26,75.58,1.72,65.98,Very_Light
SUB3319049,5535.7,5.406,4243.13,791.07,23.66,430.93,Heavy
SUB7292518,298.23,0.291,141.92,24.82,0.18,72.73,Very_Light
SUB8587768,923.47,0.902,211.74,538.04,1.04,123.13,Light
SUB4720464,1568.92,1.532,1411.14,87.43,0.99,0.0,Light
SUB3192614,4548.52,4.442,3906.4,212.92,4.74,92.79,Moderate
SUB1770173,636.08,0.621,612.36,50.45,0.54,0.0,Light
SUB6642264,487.55,0.476,351.26,130.47,3.91,14.34,Very_Light
SUB1467010,2402.73,2.346,478.79,1483.03,41.73,339.37,Moderate
SUB2655016,846.27,0.826,392.18,193.94,1.41,112.19,Light
SUB5221038,436.94,0.427,224.18,117.69,1.42,15.8,Very_Light
SUB9376430,1772.06,1.731,1575.32,169.12,22.46,53.99,Light
SUB4880993,193.33,0.189,157.14,12.55,0.58,16.24,Very_Light
SUB3568103,1296.04,1.266,1064.5,144.08,0.2,28.03,Light
SUB9469872,2389.34,2.333,1798.71,307.2,1.41,90.83,Moderate
SUB9411883,2492.13,2.434,2375.0,124.13,7.53,66.33,Moderate
SUB7482532,7362.56,7.19,6042.64,647.06,12.72,47.01,Heavy
SUB6196467,317.98,0.311,215.03,54.01,3.09,6.4,Very_Light
SUB6952793,269.7,0.263,206.36,49.85,1.15,7.93,Very_Light
SUB9961343,677.39,0.662,448.48,140.97,0.99,25.51,Light
SUB3000609,4984.65,4.868,4575.22,757.71,7.9,13.31,Moderate
SUB3697143,733.59,0.716,643.19,9.96,1.13,57.91,Light
SUB2314532,4624.58,4.516,2074.07,2287.27,6.36,227.37,Moderate
SUB1421240,7446.13,7.272,6516.68,320.34,5.91,294.79,Heavy
SUB1944789,467.08,0.456,395.52,37.5,0.66,26.5,Very_Light
SUB3213573,2135.63,2.086,2092.92,101.71,8.51,5.58,Moderate
SUB9914501,4507.14,4.402,4144.06,36.54,3.24,1.4,Moderate
SUB3255363,491.54,0.48,192.35,245.02,2.12,13.54,Very_Light
SUB9375741,2360.78,2.305,1279.42,815.34,7.86,329.64,Moderate
SUB6056861,25753.44,25.15,22020.2,1259.03,36.85,45.27,Power_User
SUB7436446,3198.8,3.124,2691.0,343.29,23.59,122.56,Moderate
SUB5148887,980.62,0.958,425.73,383.09,1.54,13.17,Light
SUB4668866,2333.87,2.279,1811.72,672.02,7.51,37.09,Moderate
SUB5612338,47.22,0.046,18.35,17.62,0.1,0.0,Very_Light
SUB2033255,502.95,0.491,206.56,31.9,2.67,162.58,Very_Light
SUB8082212,2494.17,2.436,1696.21,887.31,18.37,2.62,Moderate
SUB9202787,734.13,0.717,329.84,289.64,3.53,1.34,Light
SUB5989847,11681.56,11.408,10694.16,432.7,6.53,87.6,Power_User
SUB9929285,508.24,0.496,348.11,103.58,8.23,5.12,Very_Light
SUB8643603,10668.7,10.419,9156.88,776.16,0.7,33.01,Power_User
SUB4094235,287.08,0.28,193.77,43.23,0.49,4.57,Very_Light
SUB6986126,5846.37,5.709,4146.28,1071.68,18.4,118.22,Heavy
SUB3859653,1719.39,1.679,987.86,736.05,0.39,17.41,Light
SUB1387952,4585.44,4.478,4511.84,205.2,3.65,173.74,Moderate
SUB2030117,4082.0,3.986,3387.25,990.77,28.3,19.78,Moderate
SUB3896818,1336.71,1.305,933.36,285.08,3.8,111.54,Light
SUB3357821,1962.02,1.916,1707.04,120.15,0.19,36.28,Light
SUB9913742,2501.14,2.443,2305.73,20.3,0.27,10.19,Moderate
SUB6584263,1603.17,1.566,1288.35,58.84,0.66,43.58,Light
SUB1244761,781.64,0.763,672.29,23.27,1.5,42.88,Light
SUB9386180,678.58,0.663,379.79,179.85,5.29,31.38,Light
SUB1064323,11802.49,11.526,10801.48,300.08,9.35,3.92,Power_User
SUB2237715,13630.53,13.311,10500.93,1640.79,0.95,509.35,Power_User
SUB9040979,1586.51,1.549,1061.41,340.9,1.46,14.49,Light
SUB1954480,4978.31,4.862,4525.62,456.45,11.57,433.48,Moderate
SUB7681134,511.15,0.499,440.42,81.95,1.9,30.41,Very_Light
SUB1854016,11581.13,11.31,10742.34,904.7,13.3,244.23,Power_User
SUB6347417,1369.44,1.337,364.47,698.63,46.43,253.84,Light
SUB6809701,2508.12,2.449,1968.29,667.19,5.14,8.44,Moderate
SUB9671370,382.74,0.374,124.73,77.51,5.62,70.44,Very_Light
